iter	Logloss
604	0.3023574128
605	0.3022274134
606	0.3019174845
607	0.301749602
608	0.3014892381
609	0.3013449105
610	0.3012417808
611	0.3010936037
612	0.3009142056
613	0.3007754853
614	0.3006098732
615	0.3003456961
616	0.3001237277
617	0.2999995192
618	0.2998800894
619	0.299685531
620	0.2994020249
621	0.2990373886
622	0.2988350163
623	0.2985825157
624	0.2984159834
625	0.2982608148
626	0.29815934
627	0.2980109943
628	0.2978679852
629	0.2977534862
630	0.2976051426
631	0.2974543609
632	0.2970107204
633	0.2967939323
634	0.2965823272
635	0.296027707
636	0.2957556593
637	0.2955962963
638	0.2954415556
639	0.295331136
640	0.2951803232
641	0.2949431398
642	0.2948633866
643	0.2947337321
644	0.2945677823
645	0.2943480073
646	0.2939776909
647	0.2937108457
648	0.293434816
649	0.2933062932
650	0.2931892762
651	0.2931035523
652	0.2928214491
653	0.2926875324
654	0.2925465741
655	0.2924107695
656	0.2920603825
657	0.2917719683
658	0.2914976664
659	0.2912635233
660	0.2910195761
661	0.2909105899
662	0.2907464399
663	0.290581843
664	0.2904502629
665	0.2903155947
666	0.2900162359
667	0.2898480027
668	0.2894828349
669	0.2893173292
670	0.2890460188
671	0.2889725395
672	0.2887300831
673	0.2885489637
674	0.2882542887
675	0.2881640033
676	0.2879301499
677	0.2877048404
678	0.2874227603
679	0.2872458406
680	0.2868670802
681	0.2866391407
682	0.2864227767
683	0.2860615798
684	0.2858476477
685	0.2856258485
686	0.2856126462
687	0.2853212594
688	0.2851276832
689	0.2850648682
690	0.2848825952
691	0.284748612
692	0.284609854
693	0.2844179262
694	0.284156245
695	0.283956948
696	0.283797182
697	0.2835373385
698	0.2831665754
699	0.2831426239
700	0.2829183049
701	0.2827706198
702	0.2826658536
703	0.2825559653
704	0.2824329657
705	0.2821521191
706	0.2819546575
707	0.2817025993
708	0.281573786
709	0.2814475317
710	0.2811802125
711	0.2808465399
712	0.2807592005
713	0.2805949259
714	0.2805116995
715	0.280313843
716	0.2801858356
717	0.2798172327
718	0.2797032869
719	0.2796216798
720	0.2793462705
721	0.2791453208
722	0.279113761
723	0.2789869646
724	0.2788789928
725	0.2786977227
726	0.2785782559
727	0.2783809439
728	0.2782029105
729	0.2780868414
730	0.2780203004
731	0.2778711337
732	0.2776475761
733	0.2773885663
734	0.2771109454
735	0.2769745102
736	0.2768195214
737	0.2766770726
738	0.2762067944
739	0.2761916065
740	0.2759855921
741	0.2758897468
742	0.2757877826
743	0.2754915377
744	0.2751943887
745	0.2749940097
746	0.2748511881
747	0.2746091608
748	0.27447655
749	0.2743882666
750	0.2743400935
751	0.2741807276
752	0.2738610572
753	0.2736457336
754	0.2733994282
755	0.273289909
756	0.2732452881
757	0.2729991268
758	0.2727790997
759	0.2725444784
760	0.2723574336
761	0.2721776565
762	0.2720571122
763	0.2719020108
764	0.2717350865
765	0.2716362796
766	0.2713877826
767	0.2712336426
768	0.2710694465
769	0.2708759394
770	0.2707758998
771	0.27059808
772	0.2705520684
773	0.2703487636
774	0.2701402048
775	0.2698356972
776	0.2696075876
777	0.2693687401
778	0.2691546492
779	0.2690408335
780	0.2688212002
781	0.2685855297
782	0.2684568571
783	0.2683357432
784	0.2680763239
785	0.267842999
786	0.2676612408
787	0.2675521746
788	0.2673830644
789	0.2672546429
790	0.2670876357
791	0.2668060845
792	0.2666727179
793	0.2664224866
794	0.2663145955
795	0.2660313762
796	0.2658984782
797	0.2658457347
798	0.2657394196
799	0.2656262196
800	0.2654298238
801	0.2651483308
802	0.2649524427
803	0.2647372609
804	0.2646085938
805	0.2644425944
806	0.2642615945
807	0.2639938064
808	0.2638945907
809	0.2636734113
810	0.2634929159
811	0.2633294818
812	0.2631050154
813	0.2629981061
814	0.2629186306
815	0.2626680508
816	0.2624234872
817	0.2621756389
818	0.2619023977
819	0.2618434696
820	0.2616378137
821	0.2614888282
822	0.2613858469
823	0.2612028598
824	0.2610903432
825	0.2609417048
826	0.2608294909
827	0.2608114458
828	0.260764648
829	0.2604824843
830	0.2602039902
831	0.2600686981
832	0.2599597211
833	0.2597113025
834	0.259560971
835	0.259401755
836	0.2592964896
837	0.259081373
838	0.258885691
839	0.2586642061
840	0.2585501966
841	0.2585023813
842	0.2581452554
843	0.2579486604
844	0.2577885148
845	0.2575575852
846	0.2574478688
847	0.2571946931
848	0.2568919983
849	0.2566845369
850	0.2565919975
851	0.2562769029
852	0.2560255426
853	0.2558931587
854	0.2557970476
855	0.2557361531
856	0.2556126353
857	0.2554781361
858	0.2553374732
859	0.2552187501
860	0.255137875
861	0.2550648911
862	0.2550552105
863	0.2548542928
864	0.2546504684
865	0.254571128
866	0.2544961364
867	0.2543729869
868	0.2543386048
869	0.254052754
870	0.2539578639
871	0.2537638639
872	0.2533844551
873	0.2531910612
874	0.2531351319
875	0.2529332879
876	0.2528454001
877	0.252633749
878	0.2525052707
879	0.2523325627
880	0.2522140829
881	0.2520061429
882	0.2518259443
883	0.2517049332
884	0.2516771014
885	0.251573738
886	0.2513890791
887	0.2512819284
888	0.2510498774
889	0.2508846346
890	0.250763879
891	0.2505356135
892	0.2502270813
893	0.2500541201
894	0.2497364932
895	0.2497180824
896	0.249397231
897	0.249176512
898	0.2487999967
899	0.2487372416
900	0.2485212593
901	0.2483833717
902	0.2483782122
903	0.2483103143
904	0.2481772049
905	0.2478665588
906	0.2477636556
907	0.247573175
908	0.2471125858
909	0.2469463451
910	0.2468662118
911	0.2467709004
912	0.246627686
913	0.2465298838
914	0.2462949027
915	0.2461514295
916	0.245979975
917	0.2456477114
918	0.2454536246
919	0.2453804328
920	0.2452947417
921	0.2450915082
922	0.2447041577
923	0.244623968
924	0.244531211
925	0.2444721936
926	0.2443487437
927	0.2440894769
928	0.2439809362
929	0.2438685344
930	0.2437865127
931	0.2437067408
932	0.2434612308
933	0.2433175469
934	0.2431969866
935	0.243017776
936	0.242868874
937	0.2427079287
938	0.2425362643
939	0.2422908415
940	0.2422214125
941	0.2421085499
942	0.2419964297
943	0.2418329571
944	0.2416097677
945	0.2414830832
946	0.2414272106
947	0.241291171
948	0.2410943774
949	0.2409499305
950	0.2407909795
951	0.240579821
952	0.2405211337
953	0.2404858838
954	0.2404271416
955	0.240189991
956	0.2401004461
957	0.2400291755
958	0.239791828
959	0.2396924813
960	0.2394470419
961	0.2392195579
962	0.2390709335
963	0.2389812112
964	0.2388376654
965	0.2387610236
966	0.2386677303
967	0.2384463374
968	0.2382876946
969	0.2382056471
970	0.2380076809
971	0.2377922805
972	0.2376979239
973	0.2375071166
974	0.2373833654
975	0.2372313631
976	0.2371462591
977	0.2369927246
978	0.2368322215
979	0.2366309848
980	0.2365156243
981	0.2363289316
982	0.236161918
983	0.2358382588
984	0.2358054065
985	0.2357499386
986	0.2356534414
987	0.2356190567
988	0.2355374687
989	0.2354637113
990	0.2352854916
991	0.2349924436
992	0.2348940197
993	0.2347953734
994	0.2346885551
995	0.234490133
996	0.2344131805
997	0.2342267637
998	0.234126977
999	0.2339900817
